Robot X, Robot Y, Robot Yaw
(0.2, -1.05, 1.87),
(0.2, -1.05, 1.85),
(0.2, -1.04, 1.84),
(0.2, -1.04, 1.82),
(0.2, -1.03, 1.81),
(0.2, -1.03, 1.79),
(0.19, -1.02, 1.78),
(0.19, -1.02, 1.76),
(0.19, -1.01, 1.75),
(0.19, -1.01, 1.73),
(0.19, -1.0, 1.72),
(0.19, -1.0, 1.71),
(0.19, -0.99, 1.7),
(0.19, -0.99, 1.69),
(0.19, -0.99, 1.68),
(0.19, -0.98, 1.67),
(0.19, -0.98, 1.66),
(0.19, -0.97, 1.64),
(0.19, -0.97, 1.63),
(0.19, -0.96, 1.62),
(0.19, -0.96, 1.61),
(0.19, -0.95, 1.6),
(0.19, -0.95, 1.59),
(0.19, -0.94, 1.58),
(0.19, -0.94, 1.57),
(0.19, -0.93, 1.56),
(0.19, -0.93, 1.55),
(0.19, -0.92, 1.54),
(0.19, -0.92, 1.53),
(0.19, -0.91, 1.53),
(0.19, -0.91, 1.52),
(0.19, -0.9, 1.52),
(0.19, -0.9, 1.52),
(0.19, -0.89, 1.51),
(0.19, -0.89, 1.51),
(0.19, -0.88, 1.51),
(0.19, -0.88, 1.5),
(0.19, -0.87, 1.49),
(0.19, -0.87, 1.48),
(0.19, -0.86, 1.48),
(0.19, -0.86, 1.48),
(0.19, -0.85, 1.48),
(0.19, -0.85, 1.48),
(0.19, -0.84, 1.48),
(0.19, -0.84, 1.48),
(0.19, -0.83, 1.48),
(0.19, -0.83, 1.48),
(0.19, -0.82, 1.48),
(0.19, -0.82, 1.47),
(0.19, -0.81, 1.47),
(0.2, -0.81, 1.47),
(0.2, -0.8, 1.47),
(0.2, -0.8, 1.47),
(0.2, -0.79, 1.48),
(0.2, -0.79, 1.48),
(0.2, -0.78, 1.48),
(0.2, -0.78, 1.48),
(0.2, -0.77, 1.49),
(0.2, -0.77, 1.49),
(0.2, -0.76, 1.49),
(0.2, -0.76, 1.49),
(0.2, -0.75, 1.5),
(0.2, -0.75, 1.5),
(0.2, -0.74, 1.5),
(0.2, -0.74, 1.5),
(0.2, -0.73, 1.5),
(0.2, -0.73, 1.5),
(0.2, -0.72, 1.5),
(0.2, -0.72, 1.5),
(0.2, -0.71, 1.5),
(0.2, -0.71, 1.5),
(0.2, -0.7, 1.5),
(0.2, -0.7, 1.5),
(0.2, -0.69, 1.51),
(0.2, -0.69, 1.51),
(0.2, -0.68, 1.51),
(0.21, -0.68, 1.51),
(0.21, -0.67, 1.51),
(0.21, -0.67, 1.51),
(0.21, -0.66, 1.51),
(0.21, -0.66, 1.51),
(0.21, -0.65, 1.51),
(0.21, -0.65, 1.5),
(0.21, -0.64, 1.5),
(0.21, -0.64, 1.5),
(0.21, -0.63, 1.5),
(0.21, -0.63, 1.49),
(0.21, -0.62, 1.49),
(0.21, -0.62, 1.48),
(0.21, -0.61, 1.48),
(0.21, -0.61, 1.47),
(0.21, -0.61, 1.47),
(0.21, -0.6, 1.47),
(0.21, -0.6, 1.46),
(0.21, -0.59, 1.46),
(0.21, -0.59, 1.45),
(0.21, -0.58, 1.45),
(0.21, -0.58, 1.44),
(0.21, -0.57, 1.44),
(0.22, -0.57, 1.43),
(0.22, -0.56, 1.42),
(0.22, -0.56, 1.42),
(0.22, -0.55, 1.41),
(0.22, -0.55, 1.4),
(0.22, -0.54, 1.39),
(0.22, -0.54, 1.39),
(0.22, -0.53, 1.38),
(0.22, -0.53, 1.37),
(0.22, -0.52, 1.36),
(0.22, -0.52, 1.35),
(0.23, -0.51, 1.34),
(0.23, -0.51, 1.33),
(0.23, -0.5, 1.31),
(0.23, -0.5, 1.3),
(0.23, -0.49, 1.29),
(0.23, -0.49, 1.28),
(0.23, -0.48, 1.27),
(0.23, -0.48, 1.26),
(0.24, -0.47, 1.24),
(0.24, -0.47, 1.23),
(0.24, -0.47, 1.22),
(0.24, -0.46, 1.2),
(0.24, -0.46, 1.19),
(0.24, -0.45, 1.18),
(0.25, -0.45, 1.16),
(0.25, -0.44, 1.15),
(0.25, -0.44, 1.13),
(0.25, -0.43, 1.12),
(0.25, -0.43, 1.1),
(0.26, -0.43, 1.08),
(0.26, -0.42, 1.07),
(0.26, -0.42, 1.05),
(0.26, -0.41, 1.03),
(0.27, -0.41, 1.02),
(0.27, -0.4, 1.0),
(0.27, -0.4, 0.98),
(0.27, -0.4, 0.97),
(0.28, -0.39, 0.95),
(0.28, -0.39, 0.93),
(0.28, -0.39, 0.91),
(0.29, -0.38, 0.89),
(0.29, -0.38, 0.88),
(0.29, -0.37, 0.86),
(0.3, -0.37, 0.84),
(0.3, -0.37, 0.83),
(0.3, -0.36, 0.81),
(0.31, -0.36, 0.79),
(0.31, -0.36, 0.78),
(0.31, -0.35, 0.76),
(0.32, -0.35, 0.74),
(0.32, -0.35, 0.73),
(0.32, -0.34, 0.71),
(0.33, -0.34, 0.69),
(0.33, -0.34, 0.68),
(0.33, -0.33, 0.66),
(0.34, -0.33, 0.64),
(0.34, -0.33, 0.63),
(0.35, -0.33, 0.61),
(0.35, -0.32, 0.6),
(0.35, -0.32, 0.58),
(0.36, -0.32, 0.57),
(0.36, -0.32, 0.55),
(0.37, -0.31, 0.54),
(0.37, -0.31, 0.52),
(0.37, -0.31, 0.51),
(0.38, -0.31, 0.49),
(0.38, -0.3, 0.47),
(0.39, -0.3, 0.46),
(0.39, -0.3, 0.44),
(0.4, -0.3, 0.43),
(0.4, -0.29, 0.41),
(0.4, -0.29, 0.4),
(0.41, -0.29, 0.38),
(0.41, -0.29, 0.37),
(0.42, -0.29, 0.35),
(0.42, -0.29, 0.34),
(0.43, -0.28, 0.33),
(0.43, -0.28, 0.32),
(0.44, -0.28, 0.31),
(0.44, -0.28, 0.29),
(0.45, -0.28, 0.28),
(0.45, -0.28, 0.27),
(0.46, -0.28, 0.25),
(0.46, -0.27, 0.24),
(0.47, -0.27, 0.22),
(0.47, -0.27, 0.21),
(0.47, -0.27, 0.2),
(0.48, -0.27, 0.18),
(0.48, -0.27, 0.17),
(0.49, -0.27, 0.16),
(0.49, -0.27, 0.14),
(0.5, -0.27, 0.13),
(0.5, -0.27, 0.11),
(0.51, -0.27, 0.1),
(0.51, -0.27, 0.09),
(0.52, -0.27, 0.08),
(0.52, -0.27, 0.07),
(0.53, -0.27, 0.05),
(0.53, -0.26, 0.04),
(0.54, -0.26, 0.03),
(0.54, -0.26, 0.02),
(0.55, -0.26, 0.01),
(0.55, -0.26, 0.0),
(0.56, -0.26, -0.0),
(0.56, -0.26, -0.01),
(0.57, -0.26, -0.02),
(0.57, -0.26, -0.02),
(0.58, -0.26, -0.03),
(0.58, -0.26, -0.04),
(0.59, -0.27, -0.04),
(0.59, -0.27, -0.05),
(0.6, -0.27, -0.05),
(0.6, -0.27, -0.05),
(0.61, -0.27, -0.05),
(0.61, -0.27, -0.06),
(0.62, -0.27, -0.06),
(0.62, -0.27, -0.06),
(0.63, -0.27, -0.07),
(0.63, -0.27, -0.07),
(0.64, -0.27, -0.07),
(0.64, -0.27, -0.07),
(0.65, -0.27, -0.07),
(0.65, -0.27, -0.07),
(0.66, -0.27, -0.07),
(0.66, -0.27, -0.07),
(0.67, -0.27, -0.07),
(0.67, -0.27, -0.07),
(0.68, -0.27, -0.07),
(0.68, -0.27, -0.07),
(0.69, -0.27, -0.06),
(0.69, -0.27, -0.06),
(0.7, -0.27, -0.06),
(0.7, -0.27, -0.06),
(0.71, -0.27, -0.06),
(0.71, -0.27, -0.05),
(0.72, -0.27, -0.05),
(0.72, -0.27, -0.05),
(0.73, -0.27, -0.05),
(0.73, -0.27, -0.05),
(0.74, -0.27, -0.05),
(0.74, -0.27, -0.05),
(0.75, -0.27, -0.05),
(0.75, -0.27, -0.04),
(0.76, -0.28, -0.04),
(0.76, -0.28, -0.04),
(0.77, -0.28, -0.03),
(0.77, -0.28, -0.03),
(0.78, -0.28, -0.03),
(0.78, -0.28, -0.02),
(0.79, -0.28, -0.02),
(0.79, -0.28, -0.02),
(0.8, -0.28, -0.02),
(0.8, -0.28, -0.01),
(0.81, -0.28, -0.01),
(0.81, -0.28, -0.01),
(0.82, -0.28, -0.0),
(0.82, -0.28, -0.0),
(0.83, -0.28, -0.0),
(0.83, -0.28, -0.0),
(0.83, -0.28, -0.0),
(0.84, -0.28, -0.0),
(0.84, -0.28, 0.0),
(0.85, -0.28, 0.0),
(0.85, -0.28, 0.01),
(0.86, -0.28, 0.01),
(0.86, -0.28, 0.01),
(0.87, -0.28, 0.01),
(0.87, -0.28, 0.01),
(0.88, -0.28, 0.01),
(0.88, -0.28, 0.01),
(0.89, -0.28, 0.02),
(0.89, -0.28, 0.02),
(0.9, -0.28, 0.02),
(0.9, -0.28, 0.02),
(0.91, -0.28, 0.02),
(0.91, -0.28, 0.02),
(0.92, -0.28, 0.02),
(0.92, -0.28, 0.02),
(0.93, -0.28, 0.02),
(0.93, -0.28, 0.02),
(0.94, -0.27, 0.02),
(0.94, -0.27, 0.02),
(0.95, -0.27, 0.02),
(0.95, -0.27, 0.02),
(0.96, -0.27, 0.02),
(0.96, -0.27, 0.02),
(0.97, -0.27, 0.02),
(0.97, -0.27, 0.02),
(0.98, -0.27, 0.02),
(0.98, -0.27, 0.02),
(0.99, -0.27, 0.02),
(0.99, -0.27, 0.02),
(1.0, -0.27, 0.02),
(1.0, -0.27, 0.02),
(1.01, -0.27, 0.02),
(1.01, -0.27, 0.02),
(1.02, -0.27, 0.02),
(1.02, -0.27, 0.02),
(1.03, -0.27, 0.02),
(1.03, -0.27, 0.02),
(1.04, -0.27, 0.02),
(1.04, -0.27, 0.01),
(1.05, -0.27, 0.01),
(1.05, -0.27, 0.01),
(1.06, -0.27, 0.01),
(1.06, -0.27, 0.01),
(1.07, -0.27, 0.01),
(1.07, -0.27, 0.01),
(1.08, -0.27, 0.01),
(1.08, -0.27, 0.01),
(1.09, -0.27, 0.01),
(1.09, -0.27, 0.01),
(1.1, -0.27, 0.01),
(1.1, -0.27, 0.01),
(1.11, -0.27, 0.01),
(1.11, -0.27, 0.01),
(1.12, -0.27, 0.01),
(1.12, -0.27, 0.01),
(1.13, -0.27, 0.01),
(1.13, -0.27, 0.01),
(1.14, -0.27, 0.01),
(1.14, -0.27, 0.01),
(1.15, -0.27, 0.01),
(1.15, -0.27, 0.01),
(1.16, -0.27, 0.01),
(1.16, -0.27, 0.01),
(1.17, -0.27, 0.01),
(1.17, -0.27, 0.01),
(1.18, -0.27, 0.01),
(1.18, -0.27, 0.01),
(1.19, -0.27, 0.01),
(1.19, -0.27, 0.01),
(1.2, -0.27, 0.01),
(1.2, -0.27, 0.01),
(1.21, -0.27, 0.01),
(1.21, -0.27, 0.01),
(1.22, -0.27, 0.01),
(1.22, -0.27, 0.01),
(1.23, -0.27, 0.01),
(1.23, -0.27, 0.01),
(1.24, -0.27, 0.01),
(1.24, -0.27, 0.01),
(1.25, -0.27, 0.02),
(1.25, -0.27, 0.02),
(1.26, -0.27, 0.02),
(1.26, -0.27, 0.02),
(1.27, -0.27, 0.02),
(1.27, -0.27, 0.02),
(1.28, -0.27, 0.03),
(1.28, -0.27, 0.03),
(1.29, -0.27, 0.03),
(1.29, -0.27, 0.03),
(1.3, -0.27, 0.03),
(1.3, -0.27, 0.04),
(1.31, -0.27, 0.04),
(1.31, -0.27, 0.04),
(1.32, -0.27, 0.04),
(1.32, -0.27, 0.05),
(1.33, -0.27, 0.05),
(1.33, -0.27, 0.05),
(1.34, -0.27, 0.05),
(1.34, -0.27, 0.06),
(1.35, -0.27, 0.06),
(1.35, -0.27, 0.07),
(1.36, -0.27, 0.07),
(1.36, -0.27, 0.07),
(1.37, -0.27, 0.08),
(1.37, -0.27, 0.08),
(1.38, -0.27, 0.09),
(1.38, -0.26, 0.09),
(1.39, -0.26, 0.1),
(1.39, -0.26, 0.1),
(1.4, -0.26, 0.11),
(1.4, -0.26, 0.11),
(1.41, -0.26, 0.12),
(1.41, -0.26, 0.13),
(1.42, -0.26, 0.14),
(1.42, -0.26, 0.14),
(1.43, -0.26, 0.15),
(1.43, -0.26, 0.16),
(1.44, -0.26, 0.17),
(1.44, -0.26, 0.17),
(1.45, -0.26, 0.18),
(1.45, -0.26, 0.19),
(1.46, -0.25, 0.2),
(1.46, -0.25, 0.21),
(1.47, -0.25, 0.22),
(1.47, -0.25, 0.23),
(1.48, -0.25, 0.24),
(1.48, -0.25, 0.25),
(1.48, -0.25, 0.26),
(1.49, -0.25, 0.27),
(1.49, -0.25, 0.28),
(1.5, -0.24, 0.3),
(1.5, -0.24, 0.31),
(1.51, -0.24, 0.32),
(1.51, -0.24, 0.33),
(1.52, -0.24, 0.34),
(1.52, -0.24, 0.35),
(1.53, -0.23, 0.37),
(1.53, -0.23, 0.38),
(1.54, -0.23, 0.4),
(1.54, -0.23, 0.42),
(1.54, -0.23, 0.43),
(1.55, -0.22, 0.45),
(1.55, -0.22, 0.47),
(1.56, -0.22, 0.48),
(1.56, -0.22, 0.5),
(1.57, -0.22, 0.52),
(1.57, -0.21, 0.54),
(1.57, -0.21, 0.56),
(1.58, -0.21, 0.58),
(1.58, -0.21, 0.59),
(1.59, -0.2, 0.61),
(1.59, -0.2, 0.63),
(1.59, -0.2, 0.64),
(1.6, -0.19, 0.66),
(1.6, -0.19, 0.68),
(1.61, -0.19, 0.7),
(1.61, -0.18, 0.72),
(1.61, -0.18, 0.74),
(1.62, -0.18, 0.75),
(1.62, -0.18, 0.77),
(1.62, -0.17, 0.79),
(1.63, -0.17, 0.81),
(1.63, -0.16, 0.83),
(1.63, -0.16, 0.85),
(1.64, -0.16, 0.87),
(1.64, -0.15, 0.88),
(1.64, -0.15, 0.9),
(1.64, -0.15, 0.92),
(1.65, -0.14, 0.93),
(1.65, -0.14, 0.95),
(1.65, -0.13, 0.97),
(1.66, -0.13, 0.99),
(1.66, -0.13, 1.01),
(1.66, -0.12, 1.03),
(1.66, -0.12, 1.04),
(1.67, -0.11, 1.06),
(1.67, -0.11, 1.08),
(1.67, -0.11, 1.1),
(1.67, -0.1, 1.11),
(1.67, -0.1, 1.13),
(1.68, -0.09, 1.15),
(1.68, -0.09, 1.16),
(1.68, -0.08, 1.18),
(1.68, -0.08, 1.19),
(1.68, -0.07, 1.2),
(1.69, -0.07, 1.22),
(1.69, -0.07, 1.24),
(1.69, -0.06, 1.25),
(1.69, -0.06, 1.27),
(1.69, -0.05, 1.28),
(1.69, -0.05, 1.3),
(1.69, -0.04, 1.31),
(1.7, -0.04, 1.33),
(1.7, -0.03, 1.34),
(1.7, -0.03, 1.36),
(1.7, -0.02, 1.37),
(1.7, -0.02, 1.39),
(1.7, -0.01, 1.4),
(1.7, -0.01, 1.42),
(1.7, -0.0, 1.43),
(1.7, 0.0, 1.44),
(1.7, 0.01, 1.45),
(1.7, 0.01, 1.47),
(1.7, 0.02, 1.48),
(1.71, 0.02, 1.5),
(1.71, 0.03, 1.51),
(1.71, 0.03, 1.52),
(1.71, 0.04, 1.53),
(1.71, 0.04, 1.55),
(1.71, 0.05, 1.56),
(1.71, 0.05, 1.57),
(1.71, 0.06, 1.58),
(1.71, 0.06, 1.59),
(1.71, 0.07, 1.59),
(1.71, 0.07, 1.6),
(1.71, 0.08, 1.61),
(1.71, 0.08, 1.61),
(1.71, 0.08, 1.62),
(1.71, 0.09, 1.62),
(1.7, 0.09, 1.62),
(1.7, 0.1, 1.63),
(1.7, 0.1, 1.63),
(1.7, 0.11, 1.64),
(1.7, 0.11, 1.64),
(1.7, 0.12, 1.65),
(1.7, 0.12, 1.65),
(1.7, 0.13, 1.65),
(1.7, 0.13, 1.66),
(1.7, 0.14, 1.66),
(1.7, 0.14, 1.66),
(1.7, 0.15, 1.66),
(1.7, 0.15, 1.66),
(1.7, 0.16, 1.66),
(1.7, 0.16, 1.66),
(1.7, 0.17, 1.66),
(1.7, 0.17, 1.65),
(1.7, 0.18, 1.65),
(1.7, 0.18, 1.65),
(1.7, 0.19, 1.65),
(1.7, 0.19, 1.64),
(1.7, 0.2, 1.64),
(1.7, 0.2, 1.64),
(1.7, 0.21, 1.63),
(1.7, 0.21, 1.63),
(1.7, 0.22, 1.63),
(1.7, 0.22, 1.63),
(1.69, 0.23, 1.62),
(1.69, 0.23, 1.62),
(1.69, 0.24, 1.62),
(1.69, 0.24, 1.62),
(1.69, 0.25, 1.62),
(1.69, 0.25, 1.62),
(1.69, 0.26, 1.61),
(1.69, 0.26, 1.61),
(1.69, 0.27, 1.6),
(1.69, 0.27, 1.6),
(1.69, 0.28, 1.59),
(1.69, 0.28, 1.59),
(1.69, 0.29, 1.59),
(1.69, 0.29, 1.59),
(1.69, 0.3, 1.58),
(1.69, 0.3, 1.58),
(1.69, 0.31, 1.58),
(1.69, 0.31, 1.57),
(1.69, 0.32, 1.57),
(1.69, 0.32, 1.57),
(1.69, 0.33, 1.57),
(1.69, 0.33, 1.57),
(1.69, 0.34, 1.57),
(1.69, 0.34, 1.57),
(1.69, 0.35, 1.57),
(1.69, 0.35, 1.56),
(1.69, 0.36, 1.56),
(1.69, 0.36, 1.56),
(1.69, 0.37, 1.56),
(1.69, 0.37, 1.56),
(1.69, 0.38, 1.56),
(1.69, 0.38, 1.55),
(1.69, 0.39, 1.55),
(1.69, 0.39, 1.55),
(1.69, 0.4, 1.55),
(1.69, 0.4, 1.55),
(1.69, 0.41, 1.55),
(1.69, 0.41, 1.55),
(1.69, 0.42, 1.55),
(1.69, 0.42, 1.55),
(1.69, 0.43, 1.55),
(1.69, 0.43, 1.55),
(1.69, 0.44, 1.55),
(1.69, 0.44, 1.55),
(1.69, 0.45, 1.55),
(1.69, 0.45, 1.55),
(1.69, 0.46, 1.55),
(1.69, 0.46, 1.55),
(1.69, 0.47, 1.55),
(1.69, 0.47, 1.55),
(1.69, 0.48, 1.55),
(1.69, 0.48, 1.56),
(1.69, 0.49, 1.56),
(1.69, 0.49, 1.56),
(1.7, 0.5, 1.56),
(1.7, 0.5, 1.56),
(1.7, 0.51, 1.56),
(1.7, 0.51, 1.56),
(1.7, 0.52, 1.56),
(1.7, 0.52, 1.56),
(1.7, 0.53, 1.56),
(1.7, 0.53, 1.56),
(1.7, 0.54, 1.56),
(1.7, 0.54, 1.56),
(1.7, 0.55, 1.56),
(1.7, 0.55, 1.57),
(1.7, 0.56, 1.57),
(1.7, 0.56, 1.57),
(1.7, 0.57, 1.57),
(1.7, 0.57, 1.57),
(1.7, 0.58, 1.57),
(1.7, 0.58, 1.57),
(1.7, 0.59, 1.57),
(1.7, 0.59, 1.57),
(1.7, 0.6, 1.57),
(1.7, 0.6, 1.57),
(1.7, 0.61, 1.57),
(1.7, 0.61, 1.57),
(1.7, 0.62, 1.57),
(1.7, 0.62, 1.57),
(1.7, 0.63, 1.58),
(1.7, 0.63, 1.58),
(1.7, 0.64, 1.58),
(1.7, 0.64, 1.58),
(1.7, 0.65, 1.58),
(1.7, 0.65, 1.58),
(1.7, 0.66, 1.58),
(1.7, 0.66, 1.58),
(1.7, 0.67, 1.59),
(1.7, 0.67, 1.59),
(1.7, 0.68, 1.59),
(1.69, 0.68, 1.59),
(1.69, 0.69, 1.59),
(1.69, 0.69, 1.59),
(1.69, 0.7, 1.59),
(1.69, 0.7, 1.6),
(1.69, 0.7, 1.6),
(1.69, 0.71, 1.6),
(1.69, 0.71, 1.6),
(1.69, 0.72, 1.6),
(1.69, 0.72, 1.6),
(1.69, 0.73, 1.6),
(1.69, 0.73, 1.61),
(1.69, 0.74, 1.61),
(1.69, 0.74, 1.61),
(1.69, 0.75, 1.61),
(1.69, 0.75, 1.61),
(1.69, 0.76, 1.61),
(1.69, 0.76, 1.62),
(1.69, 0.77, 1.62),
(1.69, 0.77, 1.62),
(1.69, 0.78, 1.62),
(1.69, 0.78, 1.62),
(1.69, 0.79, 1.63),
(1.69, 0.79, 1.63),
(1.69, 0.8, 1.63),
(1.69, 0.8, 1.63),
(1.69, 0.81, 1.63),
(1.69, 0.81, 1.64),
(1.69, 0.82, 1.64),
(1.69, 0.82, 1.64),
(1.69, 0.83, 1.64),
(1.69, 0.83, 1.65),
(1.69, 0.84, 1.65),
(1.69, 0.84, 1.65),
(1.69, 0.85, 1.66),
(1.69, 0.85, 1.66),
(1.69, 0.86, 1.67),
(1.69, 0.86, 1.67),
(1.69, 0.87, 1.67),
(1.68, 0.87, 1.68),
(1.68, 0.88, 1.68),
(1.68, 0.88, 1.69),
(1.68, 0.89, 1.69),
(1.68, 0.89, 1.7),
(1.68, 0.9, 1.7),
(1.68, 0.9, 1.71),
(1.68, 0.91, 1.71),
(1.68, 0.91, 1.72),
(1.68, 0.92, 1.72),
(1.68, 0.92, 1.73),
(1.68, 0.93, 1.74),
(1.68, 0.93, 1.74),
(1.68, 0.94, 1.75),
(1.67, 0.94, 1.75),
(1.67, 0.95, 1.76),
(1.67, 0.95, 1.77),
(1.67, 0.96, 1.78),
(1.67, 0.96, 1.79),
(1.67, 0.97, 1.8),
(1.67, 0.97, 1.81),
(1.67, 0.98, 1.82),
(1.67, 0.98, 1.83),
(1.66, 0.99, 1.84),
(1.66, 0.99, 1.85),
(1.66, 0.99, 1.86),
(1.66, 1.0, 1.88),
(1.66, 1.0, 1.89),
(1.66, 1.01, 1.9),
(1.66, 1.01, 1.91),
(1.65, 1.02, 1.93),
(1.65, 1.02, 1.94),
(1.65, 1.03, 1.96),
(1.65, 1.03, 1.97),
(1.65, 1.04, 1.99),
(1.64, 1.04, 2.0),
(1.64, 1.04, 2.02),
(1.64, 1.05, 2.03),
(1.64, 1.05, 2.05),
(1.64, 1.06, 2.07),
(1.63, 1.06, 2.08),
(1.63, 1.07, 2.1),
(1.63, 1.07, 2.12),
(1.63, 1.07, 2.14),
(1.62, 1.08, 2.15),
(1.62, 1.08, 2.17),
(1.62, 1.09, 2.19),
(1.62, 1.09, 2.21),
(1.61, 1.09, 2.23),
(1.61, 1.1, 2.24),
(1.61, 1.1, 2.26),
(1.6, 1.1, 2.28),
(1.6, 1.11, 2.29),
(1.6, 1.11, 2.31),
(1.59, 1.12, 2.32),
(1.59, 1.12, 2.34),
(1.59, 1.12, 2.36),
(1.58, 1.13, 2.37),
(1.58, 1.13, 2.38),
(1.58, 1.13, 2.4),
(1.57, 1.14, 2.42),
(1.57, 1.14, 2.43),
(1.57, 1.14, 2.45),
(1.56, 1.15, 2.47),
(1.56, 1.15, 2.48),
(1.55, 1.15, 2.5),
(1.55, 1.15, 2.51),
(1.55, 1.16, 2.53),
(1.54, 1.16, 2.54),
(1.54, 1.16, 2.56),
(1.53, 1.16, 2.57),
(1.53, 1.17, 2.59),
(1.53, 1.17, 2.6),
(1.52, 1.17, 2.62),
(1.52, 1.17, 2.63),
(1.51, 1.18, 2.64),
(1.51, 1.18, 2.66),
(1.51, 1.18, 2.67),
(1.5, 1.18, 2.68),
(1.5, 1.19, 2.69),
(1.49, 1.19, 2.71),
(1.49, 1.19, 2.72),
(1.48, 1.19, 2.73),
(1.48, 1.19, 2.74),
(1.47, 1.2, 2.75),
(1.47, 1.2, 2.76),
(1.47, 1.2, 2.77),
(1.46, 1.2, 2.78),
(1.46, 1.2, 2.79),
(1.45, 1.2, 2.79),
(1.45, 1.21, 2.8),
(1.44, 1.21, 2.8),
(1.44, 1.21, 2.8),
(1.43, 1.21, 2.81),
(1.43, 1.21, 2.81),
(1.42, 1.21, 2.81),
(1.42, 1.22, 2.82),
(1.41, 1.22, 2.82),
(1.41, 1.22, 2.82),
(1.4, 1.22, 2.82),
(1.4, 1.22, 2.82),
(1.4, 1.22, 2.82),
(1.39, 1.23, 2.82),
(1.39, 1.23, 2.82),
(1.38, 1.23, 2.81),
(1.38, 1.23, 2.8),
(1.37, 1.23, 2.8),
(1.37, 1.23, 2.79),
(1.36, 1.24, 2.79),
(1.36, 1.24, 2.79),
(1.35, 1.24, 2.78),
(1.35, 1.24, 2.78),
(1.34, 1.24, 2.77),
(1.34, 1.24, 2.76),
(1.34, 1.25, 2.75),
(1.33, 1.25, 2.75),
(1.33, 1.25, 2.75),
(1.32, 1.25, 2.75),
(1.32, 1.25, 2.76),
(1.31, 1.25, 2.77),
(1.31, 1.26, 2.8),
(1.3, 1.26, 2.83),
(1.3, 1.26, 2.88),
(1.29, 1.26, 2.94),
(1.29, 1.26, 2.98),
(1.29, 1.26, 3.03),
(1.28, 1.26, 3.07),
(1.28, 1.26, 3.1),
(1.27, 1.26, 3.13),
(1.27, 1.26, -3.13),
(1.26, 1.26, -3.13),
(1.26, 1.26, -3.13),
(1.25, 1.26, -3.13),
(1.25, 1.26, -3.11),
(1.24, 1.26, -3.08),
(1.24, 1.26, -3.05),
(1.23, 1.26, -3.02),
(1.23, 1.26, -2.99),
(1.22, 1.26, -2.97),
(1.22, 1.26, -2.95),
(1.21, 1.26, -2.94),
(1.21, 1.26, -2.92),
(1.2, 1.26, -2.92),
(1.2, 1.25, -2.91),
(1.19, 1.25, -2.9),
(1.19, 1.25, -2.9),
(1.18, 1.25, -2.9),
(1.18, 1.25, -2.9),
(1.18, 1.25, -2.9),
(1.17, 1.25, -2.9),
(1.17, 1.25, -2.9),
(1.16, 1.25, -2.9),
(1.16, 1.24, -2.9),
(1.15, 1.24, -2.9),
(1.15, 1.24, -2.91),
(1.14, 1.24, -2.91),
(1.14, 1.24, -2.91),
(1.13, 1.24, -2.92),
(1.13, 1.24, -2.92),
(1.12, 1.24, -2.93),
(1.12, 1.24, -2.93),
(1.11, 1.23, -2.94),
(1.11, 1.23, -2.94),
(1.1, 1.23, -2.95),
(1.1, 1.23, -2.95),
(1.09, 1.23, -2.95),
(1.09, 1.23, -2.96),
(1.08, 1.23, -2.96),
(1.08, 1.23, -2.96),
(1.07, 1.23, -2.96),
(1.07, 1.23, -2.97),
(1.06, 1.23, -2.97),
(1.06, 1.22, -2.98),
(1.06, 1.22, -2.99),
(1.05, 1.22, -2.99),
(1.05, 1.22, -3.0),
(1.04, 1.22, -3.01),
(1.04, 1.22, -3.02),
(1.03, 1.22, -3.02),
(1.03, 1.22, -3.03),
(1.02, 1.22, -3.04),
(1.02, 1.22, -3.04),
(1.01, 1.22, -3.05),
(1.01, 1.22, -3.06),
(1.0, 1.22, -3.07),
(1.0, 1.22, -3.08),
(0.99, 1.22, -3.09),
(0.99, 1.22, -3.09),
(0.98, 1.22, -3.1),
(0.98, 1.22, -3.11),
(0.97, 1.22, -3.13),
(0.97, 1.22, 3.14),
(0.96, 1.22, 3.13),
(0.96, 1.22, 3.12),
(0.95, 1.22, 3.11),
(0.95, 1.22, 3.1),
(0.94, 1.22, 3.08),
(0.94, 1.22, 3.06),
(0.93, 1.22, 3.04),
(0.93, 1.22, 3.02),
(0.92, 1.22, 3.0),
(0.92, 1.22, 2.99),
(0.91, 1.22, 2.98),
(0.91, 1.22, 2.97),
(0.9, 1.22, 2.96),
(0.9, 1.22, 2.95),
(0.89, 1.22, 2.93),
(0.89, 1.22, 2.92),
(0.88, 1.23, 2.91),
(0.88, 1.23, 2.9),
(0.87, 1.23, 2.89),
(0.87, 1.23, 2.88),
(0.86, 1.23, 2.87),
(0.86, 1.23, 2.87),
(0.86, 1.23, 2.87),
(0.85, 1.23, 2.87),
(0.85, 1.24, 2.88),
(0.84, 1.24, 2.89),
(0.84, 1.24, 2.91),
(0.84, 1.24, 2.93),
(0.83, 1.24, 2.96),
(0.83, 1.24, 3.0),
(0.82, 1.24, 3.04),
(0.82, 1.24, 3.07),
(0.82, 1.24, 3.11),
(0.81, 1.24, 3.14),
(0.81, 1.24, -3.12),
(0.8, 1.24, -3.1),
(0.8, 1.24, -3.08),
(0.79, 1.24, -3.06),
(0.79, 1.24, -3.05),
(0.78, 1.24, -3.03),
(0.78, 1.24, -3.03),
(0.77, 1.24, -3.02),
