Robot X, Robot Y, Robot Yaw
(-0.74, 1.19, -0.02),
(-0.74, 1.19, -0.02),
(-0.73, 1.19, -0.02),
(-0.73, 1.19, -0.02),
(-0.72, 1.19, -0.02),
(-0.72, 1.19, -0.03),
(-0.71, 1.19, -0.03),
(-0.71, 1.19, -0.03),
(-0.7, 1.19, -0.03),
(-0.7, 1.19, -0.03),
(-0.69, 1.19, -0.03),
(-0.69, 1.19, -0.04),
(-0.68, 1.19, -0.04),
(-0.68, 1.19, -0.04),
(-0.67, 1.19, -0.04),
(-0.67, 1.19, -0.04),
(-0.66, 1.19, -0.05),
(-0.66, 1.19, -0.05),
(-0.65, 1.19, -0.05),
(-0.65, 1.19, -0.05),
(-0.64, 1.19, -0.05),
(-0.64, 1.19, -0.06),
(-0.63, 1.19, -0.06),
(-0.63, 1.19, -0.06),
(-0.62, 1.19, -0.07),
(-0.62, 1.19, -0.07),
(-0.61, 1.19, -0.07),
(-0.61, 1.19, -0.08),
(-0.6, 1.19, -0.08),
(-0.6, 1.19, -0.09),
(-0.59, 1.19, -0.09),
(-0.59, 1.19, -0.09),
(-0.58, 1.19, -0.1),
(-0.58, 1.18, -0.1),
(-0.57, 1.18, -0.11),
(-0.57, 1.18, -0.12),
(-0.56, 1.18, -0.12),
(-0.56, 1.18, -0.13),
(-0.55, 1.18, -0.13),
(-0.55, 1.18, -0.14),
(-0.54, 1.18, -0.15),
(-0.54, 1.18, -0.16),
(-0.53, 1.18, -0.16),
(-0.53, 1.18, -0.17),
(-0.52, 1.18, -0.18),
(-0.52, 1.18, -0.19),
(-0.52, 1.18, -0.2),
(-0.51, 1.17, -0.21),
(-0.51, 1.17, -0.22),
(-0.5, 1.17, -0.23),
(-0.5, 1.17, -0.24),
(-0.49, 1.17, -0.26),
(-0.49, 1.17, -0.27),
(-0.48, 1.17, -0.28),
(-0.48, 1.17, -0.3),
(-0.47, 1.16, -0.31),
(-0.47, 1.16, -0.32),
(-0.46, 1.16, -0.33),
(-0.46, 1.16, -0.34),
(-0.45, 1.16, -0.36),
(-0.45, 1.16, -0.37),
(-0.45, 1.15, -0.38),
(-0.44, 1.15, -0.4),
(-0.44, 1.15, -0.41),
(-0.43, 1.15, -0.43),
(-0.43, 1.15, -0.44),
(-0.42, 1.14, -0.46),
(-0.42, 1.14, -0.47),
(-0.41, 1.14, -0.49),
(-0.41, 1.14, -0.5),
(-0.41, 1.14, -0.52),
(-0.4, 1.13, -0.53),
(-0.4, 1.13, -0.55),
(-0.39, 1.13, -0.57),
(-0.39, 1.13, -0.59),
(-0.39, 1.12, -0.61),
(-0.38, 1.12, -0.62),
(-0.38, 1.12, -0.64),
(-0.37, 1.11, -0.66),
(-0.37, 1.11, -0.68),
(-0.37, 1.11, -0.7),
(-0.36, 1.1, -0.72),
(-0.36, 1.1, -0.74),
(-0.36, 1.1, -0.76),
(-0.35, 1.1, -0.78),
(-0.35, 1.09, -0.8),
(-0.35, 1.09, -0.81),
(-0.34, 1.08, -0.83),
(-0.34, 1.08, -0.85),
(-0.34, 1.08, -0.87),
(-0.33, 1.07, -0.88),
(-0.33, 1.07, -0.9),
(-0.33, 1.07, -0.92),
(-0.32, 1.06, -0.94),
(-0.32, 1.06, -0.95),
(-0.32, 1.05, -0.97),
(-0.32, 1.05, -0.99),
(-0.31, 1.05, -1.01),
(-0.31, 1.04, -1.02),
(-0.31, 1.04, -1.04),
(-0.31, 1.03, -1.06),
(-0.3, 1.03, -1.08),
(-0.3, 1.03, -1.1),
(-0.3, 1.02, -1.11),
(-0.3, 1.02, -1.13),
(-0.3, 1.01, -1.15),
(-0.29, 1.01, -1.16),
(-0.29, 1.0, -1.18),
(-0.29, 1.0, -1.2),
(-0.29, 0.99, -1.22),
(-0.29, 0.99, -1.24),
(-0.28, 0.99, -1.25),
(-0.28, 0.98, -1.27),
(-0.28, 0.98, -1.29),
(-0.28, 0.97, -1.31),
(-0.28, 0.97, -1.32),
(-0.28, 0.96, -1.34),
(-0.28, 0.96, -1.35),
(-0.28, 0.95, -1.37),
(-0.28, 0.95, -1.38),
(-0.27, 0.94, -1.39),
(-0.27, 0.94, -1.4),
(-0.27, 0.93, -1.42),
(-0.27, 0.93, -1.43),
(-0.27, 0.92, -1.44),
(-0.27, 0.92, -1.46),
(-0.27, 0.91, -1.47),
(-0.27, 0.91, -1.48),
(-0.27, 0.9, -1.49),
(-0.27, 0.9, -1.51),
(-0.27, 0.89, -1.52),
(-0.27, 0.89, -1.53),
(-0.27, 0.88, -1.54),
(-0.27, 0.88, -1.55),
(-0.27, 0.87, -1.56),
(-0.27, 0.87, -1.57),
(-0.27, 0.86, -1.58),
(-0.27, 0.86, -1.59),
(-0.27, 0.85, -1.6),
(-0.27, 0.85, -1.61),
(-0.27, 0.84, -1.62),
(-0.27, 0.84, -1.63),
(-0.27, 0.83, -1.64),
(-0.27, 0.83, -1.64),
(-0.27, 0.82, -1.65),
(-0.27, 0.82, -1.65),
(-0.27, 0.81, -1.66),
(-0.27, 0.81, -1.67),
(-0.27, 0.8, -1.67),
(-0.27, 0.8, -1.68),
(-0.27, 0.8, -1.68),
(-0.27, 0.79, -1.68),
(-0.27, 0.79, -1.68),
(-0.27, 0.78, -1.68),
(-0.27, 0.78, -1.69),
(-0.28, 0.77, -1.69),
(-0.28, 0.77, -1.68),
(-0.28, 0.76, -1.68),
(-0.28, 0.76, -1.68),
(-0.28, 0.75, -1.68),
(-0.28, 0.75, -1.68),
(-0.28, 0.74, -1.68),
(-0.28, 0.74, -1.68),
(-0.28, 0.73, -1.67),
(-0.28, 0.73, -1.67),
(-0.28, 0.72, -1.66),
(-0.28, 0.72, -1.65),
(-0.28, 0.71, -1.65),
(-0.28, 0.71, -1.64),
(-0.28, 0.7, -1.64),
(-0.28, 0.7, -1.63),
(-0.28, 0.69, -1.63),
(-0.28, 0.69, -1.62),
(-0.28, 0.68, -1.62),
(-0.28, 0.68, -1.61),
(-0.28, 0.67, -1.61),
(-0.28, 0.67, -1.61),
(-0.28, 0.66, -1.61),
(-0.28, 0.66, -1.61),
(-0.28, 0.65, -1.61),
(-0.28, 0.65, -1.61),
(-0.28, 0.64, -1.61),
(-0.28, 0.64, -1.61),
(-0.29, 0.63, -1.61),
(-0.29, 0.63, -1.61),
(-0.29, 0.62, -1.61),
(-0.29, 0.62, -1.6),
(-0.29, 0.61, -1.61),
(-0.29, 0.61, -1.61),
(-0.29, 0.6, -1.61),
(-0.29, 0.6, -1.61),
(-0.29, 0.59, -1.61),
(-0.29, 0.59, -1.61),
(-0.29, 0.58, -1.61),
(-0.29, 0.58, -1.62),
(-0.29, 0.57, -1.62),
(-0.29, 0.57, -1.62),
(-0.29, 0.56, -1.62),
(-0.29, 0.56, -1.62),
(-0.29, 0.55, -1.63),
(-0.29, 0.55, -1.63),
(-0.29, 0.54, -1.64),
(-0.29, 0.54, -1.64),
(-0.29, 0.53, -1.65),
(-0.29, 0.53, -1.65),
(-0.29, 0.52, -1.66),
(-0.29, 0.52, -1.66),
(-0.29, 0.51, -1.67),
(-0.29, 0.51, -1.67),
(-0.29, 0.5, -1.68),
(-0.29, 0.5, -1.69),
(-0.29, 0.49, -1.69),
(-0.29, 0.49, -1.7),
(-0.29, 0.48, -1.71),
(-0.3, 0.48, -1.71),
(-0.3, 0.47, -1.72),
(-0.3, 0.47, -1.73),
(-0.3, 0.46, -1.74),
(-0.3, 0.46, -1.74),
(-0.3, 0.45, -1.75),
(-0.3, 0.45, -1.76),
(-0.3, 0.45, -1.77),
(-0.3, 0.44, -1.78),
(-0.3, 0.44, -1.79),
(-0.3, 0.43, -1.8),
(-0.31, 0.43, -1.81),
(-0.31, 0.42, -1.82),
(-0.31, 0.42, -1.83),
(-0.31, 0.41, -1.84),
(-0.31, 0.41, -1.85),
(-0.31, 0.4, -1.87),
(-0.31, 0.4, -1.88),
(-0.32, 0.39, -1.89),
(-0.32, 0.39, -1.91),
(-0.32, 0.38, -1.92),
(-0.32, 0.38, -1.93),
(-0.32, 0.37, -1.95),
(-0.32, 0.37, -1.97),
(-0.33, 0.37, -1.98),
(-0.33, 0.36, -2.0),
(-0.33, 0.36, -2.01),
(-0.33, 0.35, -2.03),
(-0.33, 0.35, -2.04),
(-0.34, 0.34, -2.06),
(-0.34, 0.34, -2.08),
(-0.34, 0.34, -2.09),
(-0.34, 0.33, -2.11),
(-0.35, 0.33, -2.13),
(-0.35, 0.32, -2.15),
(-0.35, 0.32, -2.17),
(-0.35, 0.32, -2.19),
(-0.36, 0.31, -2.2),
(-0.36, 0.31, -2.22),
(-0.36, 0.3, -2.24),
(-0.36, 0.3, -2.26),
(-0.37, 0.3, -2.27),
(-0.37, 0.29, -2.29),
(-0.37, 0.29, -2.3),
(-0.38, 0.29, -2.32),
(-0.38, 0.28, -2.34),
(-0.38, 0.28, -2.35),
(-0.39, 0.28, -2.37),
(-0.39, 0.27, -2.39),
(-0.39, 0.27, -2.41),
(-0.4, 0.27, -2.42),
(-0.4, 0.26, -2.44),
(-0.41, 0.26, -2.45),
(-0.41, 0.26, -2.47),
(-0.41, 0.25, -2.48),
(-0.42, 0.25, -2.5),
(-0.42, 0.25, -2.51),
(-0.43, 0.24, -2.53),
(-0.43, 0.24, -2.54),
(-0.43, 0.24, -2.56),
(-0.44, 0.24, -2.58),
(-0.44, 0.23, -2.59),
(-0.45, 0.23, -2.61),
(-0.45, 0.23, -2.62),
(-0.45, 0.23, -2.64),
(-0.46, 0.22, -2.65),
(-0.46, 0.22, -2.67),
(-0.47, 0.22, -2.68),
(-0.47, 0.22, -2.7),
(-0.48, 0.22, -2.71),
(-0.48, 0.21, -2.72),
(-0.48, 0.21, -2.73),
(-0.49, 0.21, -2.75),
(-0.49, 0.21, -2.76),
(-0.5, 0.21, -2.78),
(-0.5, 0.2, -2.79),
(-0.51, 0.2, -2.8),
(-0.51, 0.2, -2.82),
(-0.52, 0.2, -2.83),
(-0.52, 0.2, -2.84),
(-0.53, 0.2, -2.86),
(-0.53, 0.2, -2.87),
(-0.54, 0.19, -2.88),
(-0.54, 0.19, -2.9),
(-0.55, 0.19, -2.91),
(-0.55, 0.19, -2.92),
(-0.55, 0.19, -2.94),
(-0.56, 0.19, -2.95),
(-0.56, 0.19, -2.96),
(-0.57, 0.19, -2.98),
(-0.57, 0.19, -2.99),
(-0.58, 0.19, -3.01),
(-0.58, 0.19, -3.02),
(-0.59, 0.18, -3.04),
(-0.59, 0.18, -3.05),
(-0.6, 0.18, -3.06),
(-0.6, 0.18, -3.07),
(-0.61, 0.18, -3.09),
(-0.61, 0.18, -3.1),
(-0.62, 0.18, -3.11),
(-0.62, 0.18, -3.12),
(-0.63, 0.18, -3.13),
(-0.63, 0.18, -3.13),
(-0.64, 0.18, -3.14),
(-0.64, 0.18, -3.14),
(-0.65, 0.18, 3.14),
(-0.65, 0.18, 3.13),
(-0.66, 0.18, 3.13),
(-0.66, 0.18, 3.12),
(-0.67, 0.18, 3.11),
(-0.67, 0.18, 3.1),
(-0.68, 0.18, 3.1),
(-0.68, 0.18, 3.09),
(-0.69, 0.18, 3.09),
(-0.69, 0.18, 3.08),
(-0.7, 0.18, 3.08),
(-0.7, 0.18, 3.08),
(-0.71, 0.18, 3.07),
(-0.71, 0.19, 3.07),
(-0.72, 0.19, 3.07),
(-0.72, 0.19, 3.07),
(-0.73, 0.19, 3.07),
(-0.73, 0.19, 3.07),
(-0.74, 0.19, 3.07),
(-0.74, 0.19, 3.07),
(-0.75, 0.19, 3.07),
(-0.75, 0.19, 3.07),
(-0.76, 0.19, 3.07),
(-0.76, 0.19, 3.07),
(-0.77, 0.19, 3.07),
(-0.77, 0.19, 3.08),
(-0.78, 0.19, 3.08),
(-0.78, 0.19, 3.08),
(-0.79, 0.19, 3.08),
(-0.79, 0.19, 3.08),
(-0.8, 0.19, 3.08),
(-0.8, 0.19, 3.08),
(-0.81, 0.19, 3.08),
(-0.81, 0.19, 3.08),
(-0.82, 0.19, 3.08),
(-0.82, 0.19, 3.09),
(-0.83, 0.19, 3.09),
(-0.83, 0.19, 3.09),
(-0.84, 0.19, 3.1),
(-0.84, 0.19, 3.1),
(-0.85, 0.19, 3.1),
(-0.85, 0.19, 3.11),
(-0.86, 0.19, 3.11),
(-0.86, 0.19, 3.12),
(-0.87, 0.19, 3.12),
(-0.87, 0.19, 3.13),
(-0.88, 0.19, 3.13),
(-0.88, 0.19, 3.13),
(-0.89, 0.19, 3.13),
(-0.89, 0.19, 3.14),
(-0.89, 0.19, 3.14),
(-0.9, 0.19, 3.14),
(-0.9, 0.19, 3.14),
(-0.91, 0.19, 3.14),
(-0.91, 0.19, 3.14),
(-0.92, 0.19, -3.14),
(-0.92, 0.19, -3.14),
(-0.93, 0.19, -3.14),
(-0.93, 0.19, -3.13),
(-0.94, 0.19, -3.13),
(-0.94, 0.19, -3.13),
(-0.95, 0.19, -3.13),
(-0.95, 0.19, -3.13),
(-0.96, 0.19, -3.12),
(-0.96, 0.19, -3.12),
(-0.97, 0.19, -3.12),
(-0.97, 0.19, -3.12),
(-0.98, 0.19, -3.12),
(-0.98, 0.19, -3.12),
(-0.99, 0.19, -3.12),
(-0.99, 0.19, -3.12),
(-1.0, 0.19, -3.11),
(-1.0, 0.19, -3.11),
(-1.01, 0.19, -3.11),
(-1.01, 0.19, -3.11),
(-1.02, 0.19, -3.11),
(-1.02, 0.19, -3.11),
(-1.03, 0.19, -3.11),
(-1.03, 0.19, -3.11),
(-1.04, 0.19, -3.11),
(-1.04, 0.19, -3.11),
(-1.05, 0.19, -3.11),
(-1.05, 0.19, -3.11),
(-1.06, 0.19, -3.11),
(-1.06, 0.19, -3.11),
(-1.07, 0.19, -3.11),
(-1.07, 0.19, -3.11),
(-1.08, 0.19, -3.12),
(-1.08, 0.19, -3.12),
(-1.09, 0.19, -3.12),
(-1.09, 0.19, -3.12),
(-1.1, 0.19, -3.12),
(-1.1, 0.19, -3.12),
(-1.11, 0.19, -3.12),
(-1.11, 0.19, -3.13),
(-1.12, 0.19, -3.13),
(-1.12, 0.19, -3.13),
(-1.13, 0.19, -3.13),
(-1.13, 0.19, -3.14),
(-1.14, 0.19, -3.14),
(-1.14, 0.19, -3.14),
(-1.15, 0.19, -3.14),
(-1.15, 0.19, -3.14),
(-1.16, 0.19, -3.14),
(-1.16, 0.19, -3.14),
(-1.17, 0.19, -3.14),
(-1.17, 0.19, -3.14),
(-1.18, 0.19, 3.14),
(-1.18, 0.19, 3.14),
(-1.19, 0.19, 3.14),
(-1.19, 0.19, 3.14),
(-1.2, 0.19, 3.14),
(-1.2, 0.19, 3.14),
(-1.21, 0.19, 3.14),
(-1.21, 0.19, 3.14),
(-1.22, 0.19, 3.13),
(-1.22, 0.19, 3.13),
(-1.23, 0.19, 3.13),
(-1.23, 0.19, 3.13),
(-1.24, 0.19, 3.13),
(-1.24, 0.19, 3.13),
(-1.25, 0.19, 3.13),
(-1.25, 0.19, 3.13),
(-1.26, 0.19, 3.13),
(-1.26, 0.19, 3.13),
(-1.27, 0.19, 3.13),
(-1.27, 0.19, 3.13),
(-1.28, 0.19, 3.13),
(-1.28, 0.19, 3.13),
(-1.29, 0.19, 3.13),
(-1.29, 0.19, 3.13),
(-1.3, 0.19, 3.13),
(-1.3, 0.19, 3.13),
(-1.31, 0.19, 3.13),
(-1.31, 0.19, 3.13),
(-1.32, 0.19, 3.13),
(-1.32, 0.19, 3.13),
(-1.33, 0.19, 3.13),
(-1.33, 0.19, 3.13),
(-1.34, 0.19, 3.13),
(-1.34, 0.19, 3.13),
(-1.35, 0.19, 3.13),
(-1.35, 0.19, 3.14),
(-1.36, 0.19, 3.14),
(-1.36, 0.19, 3.14),
(-1.37, 0.19, 3.14),
(-1.37, 0.19, 3.14),
(-1.38, 0.19, -3.14),
(-1.38, 0.19, -3.14),
(-1.39, 0.19, -3.14),
(-1.39, 0.19, -3.14),
(-1.4, 0.19, -3.14),
(-1.4, 0.19, -3.14),
(-1.41, 0.19, -3.14),
(-1.41, 0.19, -3.14),
(-1.42, 0.19, -3.14),
(-1.42, 0.19, -3.14),
(-1.43, 0.19, -3.14),
(-1.43, 0.19, -3.14),
(-1.44, 0.19, -3.14),
(-1.44, 0.19, -3.14),
(-1.45, 0.19, -3.14),
(-1.45, 0.19, -3.14),
(-1.46, 0.19, -3.14),
(-1.46, 0.19, -3.14),
(-1.47, 0.19, -3.14),
(-1.47, 0.19, -3.14),
(-1.48, 0.19, -3.14),
(-1.48, 0.19, -3.14),
(-1.49, 0.19, -3.14),
(-1.49, 0.19, -3.14),
(-1.5, 0.19, -3.14),
(-1.5, 0.19, -3.14),
(-1.51, 0.19, -3.14),
(-1.51, 0.19, -3.14),
(-1.52, 0.19, -3.14),
(-1.52, 0.19, -3.14),
(-1.53, 0.19, 3.14),
(-1.53, 0.19, 3.14),
(-1.54, 0.19, 3.14),
(-1.54, 0.19, 3.14),
(-1.55, 0.19, 3.14),
(-1.55, 0.19, 3.13),
(-1.56, 0.19, 3.13),
(-1.56, 0.19, 3.13),
(-1.57, 0.19, 3.13),
(-1.57, 0.19, 3.13),
(-1.58, 0.19, 3.13),
(-1.58, 0.19, 3.13),
(-1.59, 0.19, 3.13),
(-1.59, 0.19, 3.13),
